"Date","Price","Open","High","Low","Vol.","Change %"
"15-01-2025","735.20","737.00","741.00","724.30","1.03M","0.07%"
"14-01-2025","734.70","708.55","736.60","707.15","1.63M","2.96%"
"13-01-2025","713.55","714.95","716.20","705.55","1.01M","-1.25%"
"10-01-2025","722.55","725.00","733.65","718.15","1.16M","-1.12%"
"09-01-2025","730.70","740.00","740.00","717.05","1.01M","-0.89%"
"08-01-2025","737.25","732.45","739.45","718.15","793.91K","0.59%"
"07-01-2025","732.95","730.00","741.10","724.65","957.94K","0.34%"
"06-01-2025","730.50","741.00","760.90","727.85","4.92M","0.96%"
"03-01-2025","723.55","700.00","728.70","698.05","1.50M","2.97%"
"02-01-2025","702.70","681.90","705.00","678.05","858.31K","3.67%"
"01-01-2025","677.80","668.00","679.85","664.00","443.86K","2.10%"
"31-12-2024","663.85","667.50","672.15","663.05","589.77K","-0.84%"
"30-12-2024","669.50","675.35","678.85","667.05","663.78K","-0.86%"
"27-12-2024","675.30","679.85","684.85","674.00","662.43K","-0.57%"
"26-12-2024","679.20","695.10","698.20","677.35","1.11M","-2.40%"
"24-12-2024","695.90","686.05","705.30","682.80","1.15M","0.67%"
"23-12-2024","691.30","689.80","700.50","688.30","412.33K","0.63%"
"20-12-2024","687.00","703.40","708.15","685.10","608.96K","-2.33%"
"19-12-2024","703.40","700.00","709.35","697.00","719.89K","-1.01%"
"18-12-2024","710.55","714.00","719.00","708.60","274.05K","-0.67%"
"17-12-2024","715.35","727.00","730.50","714.05","385.03K","-1.78%"
"16-12-2024","728.35","725.45","732.40","723.00","246.94K","0.40%"
"13-12-2024","725.45","726.70","728.45","715.00","694.57K","-0.19%"
"12-12-2024","726.80","731.65","737.30","724.95","736.53K","-0.54%"
"11-12-2024","730.75","730.00","736.45","725.05","1.01M","0.17%"
"10-12-2024","729.50","720.05","742.90","717.90","2.10M","1.37%"
"09-12-2024","719.65","720.00","724.90","714.65","476.29K","0.31%"
"06-12-2024","717.40","725.00","725.75","716.40","385.22K","-0.97%"
"05-12-2024","724.40","715.00","727.00","714.70","928.66K","1.36%"
"04-12-2024","714.70","708.45","716.10","705.00","1.02M","1.46%"
"03-12-2024","704.40","703.05","710.20","703.05","628.95K","0.19%"
"02-12-2024","703.05","700.00","711.65","696.90","997.72K","0.35%"
"29-11-2024","700.60","711.10","711.10","699.00","710.99K","-1.59%"
"28-11-2024","711.90","705.95","718.00","703.50","1.36M","0.91%"
"27-11-2024","705.50","702.50","708.00","695.50","909.54K","0.93%"
"26-11-2024","699.00","694.50","707.80","691.85","734.57K","0.61%"
"25-11-2024","694.75","691.75","701.95","686.10","1.15M","2.21%"
"22-11-2024","679.70","676.35","683.80","674.30","619.55K","0.69%"
"21-11-2024","675.05","684.55","684.55","670.05","756.88K","-1.39%"
"19-11-2024","684.55","680.00","686.00","676.05","644.32K","1.11%"
