symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
CLEAN,INE227W01023,2024-01-08,BSE,EQ,A,buy,false,1.000000,1530.500000,156044000,1704701813965615705,2024-01-08T13:58:25
CLEAN,INE227W01023,2024-01-10,NSE,EQ,EQ,buy,false,1.000000,1496.400000,3076790,1000000017815388,2024-01-10T11:25:11
CLEAN,INE227W01023,2024-01-17,BSE,EQ,A,buy,false,1.000000,1479.500000,94366300,1705470012734503806,2024-01-17T11:21:30
CLEAN,INE227W01023,2024-01-30,NSE,EQ,EQ,buy,false,1.000000,1402.900000,8624775,1000000048093688,2024-01-30T15:28:22
CLEAN,INE227W01023,2024-02-19,NSE,EQ,EQ,buy,false,4.000000,1408.950000,2551768,1000000014965532,2024-02-19T10:45:22
CLEAN,INE227W01023,2024-02-19,NSE,EQ,EQ,buy,false,1.000000,1408.950000,2551767,1000000014965532,2024-02-19T10:45:22
CLEAN,INE227W01023,2024-03-06,BSE,EQ,A,buy,false,1.000000,1380.400000,155670700,1709716325934011830,2024-03-06T14:45:44
CLEAN,INE227W01023,2024-03-12,BSE,EQ,A,buy,false,2.000000,1338.850000,35144900,1710216537117239845,2024-03-12T09:44:03
CLEAN,INE227W01023,2024-03-15,NSE,EQ,EQ,buy,false,4.000000,1303.650000,6688426,1000000043363235,2024-03-15T14:25:11
CLEAN,INE227W01023,2024-06-04,NSE,EQ,EQ,buy,false,3.000000,1276.850000,20193975,1000000086357871,2024-06-04T14:52:43
CLEAN,INE227W01023,2024-06-04,NSE,EQ,EQ,buy,false,2.000000,1276.850000,20193976,1000000086357871,2024-06-04T14:52:43
CLEAN,INE227W01023,2024-11-18,BSE,EQ,A,buy,false,5.000000,1285.750000,130630200,1731920965097538044,2024-11-18T14:44:20
CLEAN,INE227W01023,2024-11-26,BSE,EQ,A,buy,false,5.000000,1299.900000,56269800,1732597142260749542,2024-11-26T10:37:34
