symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
HAPPSTMNDS,INE419U01012,2022-01-06,NSE,EQ,EQ,buy,false,15.000000,1299.600000,28009048,1100000011128867,2022-01-06T12:17:07
HAPPSTMNDS,INE419U01012,2022-01-19,BSE,EQ,B,buy,false,10.000000,1269.900000,3200000,1642563000001417940,2022-01-19T09:19:22
HAPPSTMNDS-BE,INE419U01012,2022-01-21,NSE,EQ,BE,buy,false,10.000000,1250.000000,25559327,1100000001877590,2022-01-21T09:28:19
HAPPSTMNDS-T,INE419U01012,2022-01-24,BSE,EQ,T,buy,false,1.000000,1210.000000,2685500,1642995000000258270,2022-01-24T09:24:30
HAPPSTMNDS-T,INE419U01012,2022-01-24,BSE,EQ,T,buy,false,3.000000,1210.000000,2691300,1642995000000258270,2022-01-24T09:24:32
HAPPSTMNDS-T,INE419U01012,2022-01-24,BSE,EQ,T,buy,false,3.000000,1210.000000,2691100,1642995000000258270,2022-01-24T09:24:32
HAPPSTMNDS-T,INE419U01012,2022-01-24,BSE,EQ,T,buy,false,3.000000,1210.000000,2715600,1642995000000258270,2022-01-24T09:24:40
HAPPSTMNDS,INE419U01012,2022-02-02,NSE,EQ,EQ,buy,false,10.000000,1164.000000,25312410,1100000001030978,2022-02-02T09:20:06
HAPPSTMNDS,INE419U01012,2022-02-03,BSE,EQ,B,buy,false,2.000000,1169.500000,12132500,1643861987161283313,2022-02-03T09:54:42
HAPPSTMNDS,INE419U01012,2022-02-03,BSE,EQ,B,buy,false,8.000000,1169.500000,12193300,1643861987161283313,2022-02-03T09:54:59
HAPPSTMNDS,INE419U01012,2022-02-08,NSE,EQ,EQ,buy,false,10.000000,1090.000000,27881724,1100000012585496,2022-02-08T11:38:30
HAPPSTMNDS,INE419U01012,2022-02-14,NSE,EQ,EQ,buy,false,4.000000,1026.900000,27165698,1100000008232491,2022-02-14T10:22:44
HAPPSTMNDS,INE419U01012,2022-02-14,NSE,EQ,EQ,buy,false,4.000000,1026.900000,27166657,1100000008232491,2022-02-14T10:22:48
HAPPSTMNDS,INE419U01012,2022-02-14,NSE,EQ,EQ,buy,false,2.000000,1026.900000,27167327,1100000008232491,2022-02-14T10:22:51
HAPPSTMNDS,INE419U01012,2022-02-21,NSE,EQ,EQ,buy,false,5.000000,997.200000,25615514,1100000002407413,2022-02-21T09:32:51
HAPPSTMNDS,INE419U01012,2022-02-22,NSE,EQ,EQ,buy,false,5.000000,976.300000,25316799,1100000000960875,2022-02-22T09:19:00
HAPPSTMNDS,INE419U01012,2022-02-24,NSE,EQ,EQ,buy,false,10.000000,962.000000,25410786,1100000001052638,2022-02-24T09:18:45
HAPPSTMNDS,INE419U01012,2022-02-24,NSE,EQ,EQ,buy,false,5.000000,944.500000,31961195,1100000027027213,2022-02-24T14:02:09
HAPPSTMNDS,INE419U01012,2022-02-25,NSE,EQ,EQ,buy,false,10.000000,961.200000,28351530,1100000013180421,2022-02-25T11:57:30
HAPPSTMNDS,INE419U01012,2022-03-07,NSE,EQ,EQ,buy,false,5.000000,948.300000,26965190,1100000007317633,2022-03-07T10:08:02
HAPPSTMNDS,INE419U01012,2022-03-28,NSE,EQ,EQ,buy,false,5.000000,1080.700000,26798031,1100000006670701,2022-03-28T10:20:45
HAPPSTMNDS,INE419U01012,2022-04-27,BSE,EQ,B,buy,false,3.000000,998.000000,15055200,1651032755093036559,2022-04-27T09:44:47
HAPPSTMNDS,INE419U01012,2022-04-27,BSE,EQ,B,buy,false,1.000000,998.000000,15055000,1651032755093036559,2022-04-27T09:44:47
HAPPSTMNDS,INE419U01012,2022-04-27,BSE,EQ,B,buy,false,1.000000,998.000000,15055400,1651032755093036559,2022-04-27T09:44:47
