symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
MANAPPURAM,INE522D01027,2023-12-01,NSE,EQ,EQ,buy,false,46.000000,164.950000,41028301,1200000005231467,2023-12-01T09:40:00
MANAPPURAM,INE522D01027,2023-12-01,NSE,EQ,EQ,buy,false,154.000000,165.000000,41028302,1200000005231467,2023-12-01T09:40:00
MANAPPURAM,INE522D01027,2023-12-05,NSE,EQ,EQ,buy,false,25.000000,164.550000,43310869,1200000017295103,2023-12-05T11:32:44
MANAPPURAM,INE522D01027,2023-12-06,BSE,EQ,A,buy,false,35.000000,164.600000,10403300,1701847486511604497,2023-12-06T14:18:09
MANAPPURAM,INE522D01027,2023-12-07,NSE,EQ,EQ,buy,false,40.000000,166.300000,48029554,1200000039156820,2023-12-07T15:28:23
MANAPPURAM,INE522D01027,2023-12-11,NSE,EQ,EQ,buy,false,50.000000,164.950000,41648300,1200000008531608,2023-12-11T10:03:31
MANAPPURAM,INE522D01027,2023-12-13,BSE,EQ,A,buy,false,1.000000,164.150000,1003900,1702438200041277346,2023-12-13T09:37:46
MANAPPURAM,INE522D01027,2023-12-13,BSE,EQ,A,buy,false,39.000000,164.200000,1004100,1702438200041277346,2023-12-13T09:37:46
MANAPPURAM,INE522D01027,2023-12-15,NSE,EQ,EQ,buy,false,30.000000,169.650000,47154720,1200000039802804,2023-12-15T14:44:06
MANAPPURAM,INE522D01027,2023-12-18,NSE,EQ,EQ,buy,false,50.000000,175.250000,40499289,1200000001934374,2023-12-18T09:20:48
MANAPPURAM,INE522D01027,2023-12-18,NSE,EQ,EQ,buy,false,45.000000,173.950000,46294394,1200000035187138,2023-12-18T14:25:33
MANAPPURAM,INE522D01027,2023-12-18,NSE,EQ,EQ,buy,false,18.000000,173.950000,46294389,1200000035187138,2023-12-18T14:25:33
MANAPPURAM,INE522D01027,2023-12-18,NSE,EQ,EQ,buy,false,3.000000,173.950000,46294390,1200000035187138,2023-12-18T14:25:33
MANAPPURAM,INE522D01027,2023-12-18,NSE,EQ,EQ,buy,false,3.000000,173.950000,46294391,1200000035187138,2023-12-18T14:25:33
MANAPPURAM,INE522D01027,2023-12-18,NSE,EQ,EQ,buy,false,3.000000,173.950000,46294392,1200000035187138,2023-12-18T14:25:33
MANAPPURAM,INE522D01027,2023-12-18,NSE,EQ,EQ,buy,false,3.000000,173.950000,46294393,1200000035187138,2023-12-18T14:25:33
MANAPPURAM,INE522D01027,2023-12-19,NSE,EQ,EQ,buy,false,85.000000,172.900000,45019958,1200000027535964,2023-12-19T13:32:05
MANAPPURAM,INE522D01027,2023-12-20,BSE,EQ,A,buy,false,70.000000,168.300000,9805900,1703055262737596806,2023-12-20T13:31:17
MANAPPURAM,INE522D01027,2023-12-20,BSE,EQ,A,buy,false,15.000000,165.950000,14340500,1703060432239227689,2023-12-20T14:08:29
MANAPPURAM,INE522D01027,2023-12-26,NSE,EQ,EQ,buy,false,30.000000,172.450000,43753032,1200000021076294,2023-12-26T12:02:09
